# index, name, full_name, locality, group, is_host, _pos
19102,Dicelis kimmeriensis,,,NA,0,"array([-307.45181706, -342.64645792])"
19103,Dictyocaulus pandionis,,,Mammalia,0,"array([ 68.3759375 , -85.99069787])"
19104,Echinuria pamirica,,,Aves,0,"array([-2.88788765, -2.48456648])"
19105,Eulabeia indica,"Echinuria uncinata (Rudolphi, 1819)","Ukraine, incl. Moldavia",Nematoda,1,"array([-11.01319422,   5.49179578])"
19106,Entomelas kazachstanica,,,NA,0,"array([ -7.0144758 , -73.25257571])"
19107,Eucoleus bernardi,,,Mammalia,0,"array([-19.30221218, -62.14906422])"
19108,Hexadontophorus ophisauri,,,NA,0,"array([ -2.77880414, -75.1255925 ])"
19109,Ingliseria circohamata,,,Aves,0,"array([8.1644139 , 4.88092936])"
19110,Longistriata dalrymplei,,,Mammalia,0,"array([  3.75147454, -55.69386745])"
19111,Myotis natteri,"Molinostrongylus alatus (Ortlepp, 1932)","Ukraine, incl. Moldavia",Nematoda,1,"array([ -16.58113106, -109.50119263])"
19112,Molinostrongylus tipula,,,Mammalia,0,"array([-18.15352906, -93.23353994])"
19113,Ovomermis albicans,,,NA,0,"array([ 23.03278182, -95.07319476])"
19114,Pterygodermatites bovieri,,,Mammalia,0,"array([ -17.56668071, -103.6485691 ])"
19115,Rhabdias dossei,,,Amphibia,0,"array([ -5.56940665, -42.34560055])"
19116,Aedes cantans,Romanomermis nielseni (Tsai & Grundmann),"Ukraine, incl. Moldavia",Nematoda,1,"array([536.07446783, -27.95722178])"
19117,Romanomermis nielseni,,,NA,0,"array([536.47431684, -23.62961306])"
19118,Skrjabinoclava longifuniculata,,,Aves,0,"array([-24.26127846,  19.17256476])"
19119,Puffinus puffinus,"Strigea falconis Szidat, 1928","Ukraine, incl. Moldavia",Trematoda,1,"array([16.25692243, -3.15929783])"
19120,Lacerta saxicola,"Strongyloides darevskyi Sharpilo, 1976","Ukraine, incl. Moldavia",Nematoda,1,"array([ 363.50146409, -252.02256504])"
19121,Strongyloides darevskyi,,,NA,0,"array([ 362.11138785, -254.50123192])"
19122,Strongyloides rostombekowi,,,Mammalia,0,"array([ -4.91441246, -66.88414787])"
19123,Plegadis falcinellus,Lepidopteria plegadis,Yugoslavia,Trematoda,1,"array([ 15.50737052, -10.13176139])"
19124,Syncuaria contorta,,,Aves,0,"array([ 18.2236136 , -17.64698411])"
19125,Thominx neopulchra,,,Mammalia,0,"array([-10.44781689, -90.93810011])"
19126,Crotalus lepidus,"Abbreviata terrapenis Hill, 1941",United States,Nematoda,1,"array([-69.66132122, -66.11206199])"
19127,Agamascaris odontocephala,,,Amphibia,0,"array([-19.6023181, -50.5039383])"
19128,Alaeuris brevicollis,,,Reptilia,0,"array([-169.23002796,   21.85204608])"
19129,Alaeuris longicollis,,,Reptilia,0,"array([-169.44510183,   25.19597161])"
19130,Alaeuris venustus,,,Reptilia,0,"array([-167.58374179,   27.10727087])"
19131,Chelydra serpentina,"Hapalorhynchus gracilis Stunkard, 1922",Virginia,Trematoda,1,"array([-36.10838927,  -7.7638111 ])"
19132,Sternotherus odoratus,"Heronimus mollis (Leidy, 1856)",United States,Trematoda,1,"array([-57.36163892,   1.66660679])"
19133,Angiostoma plethodontis,,,Amphibia,0,"array([-39.95374551, -52.50091949])"
19134,Scaphirhynchus platorhynchus,"Crepidostomum auriculatum (Wedl, 1858)",Wisconsin,Trematoda,1,"array([18.65590217, 28.82460903])"
19135,Ascaris scaphirhynchi,,,NA,0,"array([ 9.33475161, 37.71994477])"
19136,Ascarophis globosa,,,NA,0,"array([20.78496053, 18.48803569])"
19137,Atractis carolinae,,,Reptilia,0,"array([-38.73629414, -55.43044124])"
19138,Aneides aeneus,"Batracholandros magnavulvaris Rankin, 1937",West Virginia,Nematoda,1,"array([-40.20086436, -47.28234093])"
19139,Plethodon punctatus,"Batracholandros magnavulvaris Rankin, 1937",West Virginia,Nematoda,1,"array([-40.25272441, -48.33781164])"
19140,Plethodon wehrlei,"Batracholandros magnavulvaris Rankin, 1937",West Virginia,Nematoda,1,"array([-42.28749414, -48.48421083])"
19141,Aedes aegypti,"Brugia malayi (Brug, 1927)",United States,Nematoda,1,"array([ 66.85828223, -42.19733655])"
19142,Bulbodacnitis globosa,,,NA,0,"array([27.10983108, 21.38646891])"
19143,Bulbodacnitis scotti,,,NA,0,"array([25.98596725, 22.93691421])"
19144,Cardianema cistudinis,,,Reptilia,0,"array([-36.57304283, -56.52501593])"
19145,Dendroctonus adjunctus,"Cephaloboides rotundus Massey, 1974",United States,Nematoda,1,"array([ 324.55596453, -344.56430379])"
19146,Cephaloboides rotundus,,,Insecta,0,"array([ 326.4015849 , -342.43844499])"
19147,Ambystoma jeffersonianum,"Cosmocercoides dukae (Holl, 1928)",Wisconsin,Nematoda,1,"array([-33.03362097, -43.56096219])"
19148,Hemidactylium scutatum,"Gorgoderina bilobata (Rankin, 1937)",Wisconsin,Trematoda,1,"array([-29.79953748, -44.68548014])"
19149,Hyla chrysoscelis,"Glypthelmins pennsylvaniensis Cheng, 1961",Wisconsin,Trematoda,1,"array([-24.742868  , -40.08268551])"
19150,Cruzia testudines,,,Reptilia,0,"array([-38.48893897, -56.8897109 ])"
19151,Cambarincola philadelphicus,"Dioctophyme renale (Goeze, 1782)",United States,Nematoda,1,"array([ 42.10308711, -26.23471543])"
19152,Dirofilaria fausti,,,Mammalia,0,"array([14.72305955, 30.25208225])"
19153,Dirofilaria hystrix,,,NA,0,"array([ 40.60613298, -70.86353212])"
19154,Dirofilaria louisianensis,,,Mammalia,0,"array([ 49.62794755, -33.14174669])"
19155,Dirofilaria uniformis,,,Mammalia,0,"array([ 29.2987858 , -66.02861451])"
19156,Lepus campestris,"Dirofilaria (Nochtiella) scapiceps (Leidy, 1886)",United States,Nematoda,1,"array([ 33.56047789, -83.00330443])"
19157,Spizella passerina,"Eustrongylides rubrum (Linton, 1892)",United States,Nematoda,1,"array([-17.22759037, 510.649343  ])"
19158,Eustrongylides rubrum,,,Aves,0,"array([-18.70035579, 508.19813238])"
19159,Falcaustra washingtonensis,,,Amphibia,0,"array([-52.2033087 , -35.36854249])"
19160,Filaria serrata,,,Aves,0,"array([-14.78177246, -37.85868256])"
19161,Goezia lacerticola,,,Reptilia,0,"array([-69.47060917,  28.31832452])"
19162,Goezia minuta,,,Teleostei,0,"array([46.3542347 , 58.38034513])"
19163,Hepaticola bakeri,,,NA,0,"array([26.23468116, 20.80087155])"
19164,Drosophila guttifera,"Howardula aoronymphium Welch, 1959",United States,Nematoda,1,"array([203.65378223, 522.67600771])"
19165,Drosophila testacea,"Howardula aoronymphium Welch, 1959",United States,Nematoda,1,"array([197.32136347, 522.94658278])"
19166,Odontotaenius disjunctus,"Hystrignathus rigidus Leidy, 1850",United States,Nematoda,1,"array([ 150.7744114 , -428.04549512])"
19167,Hystrignathus rigidus,,,NA,0,"array([ 150.35207258, -430.90444979])"
19168,Ashmunella hebardi,"Leidynema socialis (Leidy, 1850)",United States,Nematoda,1,"array([470.65172727, -48.87570825])"
19169,Leidynema socialis,,,NA,0,"array([470.32190666, -51.66943219])"
19170,Longistriata adunca,,,Mammalia,0,"array([  1.4796031 , -46.00143336])"
19171,Scolytus ventralis,"Mesorhabditis longistomis Massey, 1974",United States,Nematoda,1,"array([ 212.83834777, -404.9378404 ])"
19172,Mesorhabditis longistomis,,,Insecta,0,"array([ 215.67043119, -404.78972517])"
19173,Monodontus louisianensis,,,Mammalia,0,"array([ 37.050942  , -77.10980348])"
19174,Nematodirus antilocaprae,,,Mammalia,0,"array([ 46.8376993 , -80.19362258])"
19175,Nematodirus leporis,,,Mammalia,0,"array([ 31.33391101, -74.78712665])"
19176,Mocis disseverans,"Noctuidonema guyanense Remillet & Silvain, 1988",United States,Nematoda,1,"array([-93.09202438, -78.14271146])"
19177,Mocis texana,"Noctuidonema guyanense Remillet & Silvain, 1988",United States,Nematoda,1,"array([-93.67160882, -76.31976535])"
19178,Spodoptera eridania,"Noctuidonema guyanense Remillet & Silvain, 1988",United States,Nematoda,1,"array([-92.54424224, -79.87738847])"
19179,Prosimulium impostor,"Onchocerca cervipedis Wehr & Dikmans, 1935",United States,Nematoda,1,"array([ 48.33250076, -84.34128938])"
19180,Simulium jenningsi,"Onchocerca lienalis (Stiles, 1892)",United States,Nematoda,1,"array([ 60.92425885, -62.7933286 ])"
19181,Heterodon nasicus,"Ophidascaris ashii Sprent, 1988",United States,Nematoda,1,"array([-51.88483362, -40.57622924])"
19182,Nerodia valida,"Ophidascaris ashii Sprent, 1988",United States,Nematoda,1,"array([-53.18468751, -37.09410346])"
19183,Storeria occipitomaculata,"Ophidascaris ashii Sprent, 1988",United States,Nematoda,1,"array([-53.96931545, -38.70250827])"
19184,Ornithocapillaria quiscali,,,NA,0,"array([-24.63276884, -26.40494288])"
19185,Ostertagia kazakhstanica,,,Mammalia,0,"array([ 47.25988085, -77.58093278])"
19186,Ostertagia ostertagi/lyrata,,,Mammalia,0,"array([ 48.73449871, -76.68834983])"
19187,Pseudohylesinus grandis,"Parasitorhabditis gracilis Massey, 1974",United States,Nematoda,1,"array([-410.25642098, -135.54282965])"
19188,Parasitorhabditis gracilis,,,NA,0,"array([-411.45321081, -138.10688615])"
19189,Ips grandicollis,"Parasitorhabditis hastulus Massey, 1974",United States,Nematoda,1,"array([510.29155667, 133.09062164])"
19190,Parasitorhabditis hastulus,,,Insecta,0,"array([508.68964752, 130.72865022])"
19191,Parasitorhabditis hylurgi,,,NA,0,"array([-388.95232187, -296.79548394])"
19192,Parasitorhabditis ipini,,,Insecta,0,"array([-390.3330368 , -302.37905578])"
19193,Ips pini,"Parasitorhabditis ipini Massey, 1974",United States,Nematoda,1,"array([-392.298278 , -304.6900583])"
19194,Dendroctonus monticolae,"Parasitorhabditis thornei Sudhaus, 1976",United States,Nematoda,1,"array([367.47946374, 370.70745244])"
19195,Parasitorhabditis masseyi,,,NA,0,"array([368.73747013, 373.42031144])"
19196,Dendroctonus terebranus,"Parasitorhabditis terebranus Massey, 1974",United States,Nematoda,1,"array([-302.10325138, -332.47892419])"
19197,Parasitorhabditis terebranus,,,NA,0,"array([-302.16008433, -329.66581461])"
19198,Parasitorhabditis thornei,,,NA,0,"array([366.35148077, 367.95403202])"
19199,Oryx dammah,"Parelaphostrongylus tenuis (Dougherty, 1945)",United States,Nematoda,1,"array([ 43.62363334, -85.86520082])"
19200,Tragelaphus eurycercus,"Cotylophoron fuelleborni Nasmark, 1937",Zaire,Trematoda,1,"array([ 57.30696477, -79.43667673])"
19201,Torellia vallonia,"Parelaphostrongylus tenuis (Dougherty, 1945)",Virginia,Nematoda,1,"array([ 42.38869206, -83.00570962])"
19202,Physaloptera terrapenis,,,Reptilia,0,"array([-35.62196604, -57.46135906])"
19203,Parcoblatta lata,"Protrellus aurifluus (Chitwood, 1932)",United States,Nematoda,1,"array([ -86.48183808, -100.16022658])"
19204,Pseudostertagia bullosa,,,Mammalia,0,"array([ 46.75128563, -71.09512093])"
19205,Rhabdias ambystomae,,,Amphibia,0,"array([-31.48672557, -51.59846824])"
19206,Lithobates chiricahuensis,"Megalodiscus temperatus (Stafford, 1905)",United States,Trematoda,1,"array([-26.16333196, -38.38435422])"
19207,Reticulitermes flaviceps,"Rhabpanus ossiculum Massey, 1971",United States,Nematoda,1,"array([ 398.33393095, -317.928595  ])"
19208,Rhabditonema fastidiosa,,,NA,0,"array([ 397.13217079, -320.66810623])"
19209,Rhabpanus ossiculum,,,NA,0,"array([ 399.59748231, -315.22629099])"
19210,Rictularia ondatrae,,,Mammalia,0,"array([ -3.40677191, -45.33510924])"
19211,Aedes hexodontus,Romanomermis nielseni (Tsai & Grundmann),Wyoming,Nematoda,1,"array([538.27139943, -20.96154874])"
19212,Aedes impiger,Romanomermis nielseni (Tsai & Grundmann),Wyoming,Nematoda,1,"array([535.48915036, -20.65960639])"
19213,Aedes nevadensis,Romanomermis nielseni (Tsai & Grundmann),Wyoming,Nematoda,1,"array([539.6415692 , -23.41676459])"
19214,Aedes pionips,Romanomermis nielseni (Tsai & Grundmann),Wyoming,Nematoda,1,"array([538.52507985, -25.95692544])"
19215,Aedes ventrovittus,Romanomermis nielseni (Tsai & Grundmann),Wyoming,Nematoda,1,"array([534.23548003, -25.48969387])"
19216,Sciurodendrium gardneri,,,Mammalia,0,"array([ -8.15988973, -58.79483105])"
19217,Spironoura chelydrae,,,Reptilia,0,"array([-34.43192901, -57.82481565])"
19218,Spironoura cryptobranchi,,,Reptilia,0,"array([-35.59726598, -55.87383916])"
19219,Spiroxys constricta,,,Reptilia,0,"array([-37.36365044, -57.59089108])"
19220,Spiroxys hectographi,,,Reptilia,0,"array([-34.5807065 , -56.57325861])"
19221,Anasa tristis,"Steinernema carpocapsae (Weiser, 1955)",United States,Nematoda,1,"array([-142.32002429,  -94.64141145])"
19222,Cephalcia lariciphila,"Steinernema carpocapsae (Weiser, 1955)",United States,Nematoda,1,"array([-140.61335895,  -95.7471034 ])"
19223,Synhimantus longigutturatus,,,Mammalia,0,"array([ -1.85424733, -46.17662835])"
19224,Thelastoma attenuatum,,,Diplopoda,0,"array([-495.39659407,   56.94344938])"
19225,Fontaria marginatus,"Thelastoma labiatum Leidy, 1850",Virginia,Nematoda,1,"array([ 121.19668634, -494.21324069])"
19226,Thelastoma labiatum,,,NA,0,"array([ 118.71892813, -494.44564902])"
19227,Polydesmus virginianus,"Thelastoma labiatum Leidy, 1850",United States,Nematoda,1,"array([ 115.72496446, -494.18932661])"
19228,Thelastoma robustum,,,NA,0,"array([-486.13016029,   64.24222254])"
19229,Xyloryctes satyrus,"Thelastoma robustum Leidy, 1850",Virginia,Nematoda,1,"array([-484.19536812,   66.05061619])"
19230,Abbreviata kazachstanica,,,NA,0,"array([ -3.13503904, -53.77739372])"
19231,Abbreviata turcomanica,,,NA,0,"array([-18.99684883, -59.93655447])"
19232,Abbreviata turkomanica,,,NA,0,"array([-13.85850564, -74.29873849])"
19233,Abbreviata uzbekistanica,,,Reptilia,0,"array([-16.19589265, -85.38450128])"
19234,Allolobophora calliginosa,"Syngamus trachea (Montagu, 1811)",Uzbekistan,Nematoda,1,"array([ -2.86968146, -28.702545  ])"
19235,Onthophagus gibbulus,"Physocephalus sexalatus (Molin, 1860)",Uzbekistan,Nematoda,1,"array([  9.35215132, -69.87355068])"
19236,Cosmocerca timofejevoi,,,NA,0,"array([ -8.96213338, -56.71596405])"
19237,Diplotriaena pavlovskyi,,,NA,0,"array([ 20.23673932, -15.43066606])"
19238,Foleyella duboisi,,,NA,0,"array([-11.53350113, -55.04983731])"
19239,Gastromermis boophthorae,,,NA,0,"array([  69.39286697, -102.83098477])"
19240,Gongylonema mesasiatica,,,Aves,0,"array([-35.00655644, -32.53073527])"
19241,Blaps deplanata,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([  8.75793066, -66.4633353 ])"
19242,Aphodius fimetarius,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 23.96635581, -83.63602042])"
19243,Aphodius granarius,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 22.91425407, -83.7962367 ])"
19244,Aphodius lugens,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 25.10904901, -82.07956438])"
19245,Aphodius lunifer,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 20.20406615, -82.28680067])"
19246,Aphodius luridus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 23.9190471 , -85.00019203])"
19247,Aphodius melanostictus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 25.1370494 , -85.33985069])"
19248,Aphodius pusillus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 22.82739236, -84.81095426])"
19249,Aphodius satellitius,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 26.13462826, -82.0186791 ])"
19250,Aphodius tianshanicus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 18.88995136, -82.58385679])"
19251,Chironitis hungaricus,"Spirocerca lupi (Rudolphi, 1809)",Uzbekistan,Nematoda,1,"array([  8.67766452, -62.24867641])"
19252,Gymnopleurus aciculatus,"Spirocerca lupi (Rudolphi, 1809)",Uzbekistan,Nematoda,1,"array([  7.27896728, -63.89171938])"
19253,Letrus pygmaeus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 19.7349861, -83.1901848])"
19254,Letrus rosmarus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 24.21229701, -82.63037043])"
19255,Oniticellus fulvus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 25.10591297, -83.29206346])"
19256,Onitis humerosus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 21.00833593, -84.17209839])"
19257,Onthophagus koshantschikovi,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 25.73453801, -84.37860841])"
19258,Onthophagus leucostigma,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 19.96944451, -84.09455189])"
19259,Onthophagus pugargus,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 26.67657649, -83.96343186])"
19260,Sinapsis tmolis,"Gongylonema pulchrum Molin, 1857",Uzbekistan,Nematoda,1,"array([ 23.13702744, -82.7398886 ])"
19261,Heligmosomoides ryjikovi,,,Mammalia,0,"array([  8.05789073, -67.78320911])"
19262,Rhinolophus bocharicus,"Litomosa skarbilovitschi Petrow & Tacherbakova, 1954",Uzbekistan,Nematoda,1,"array([ -11.5263686 , -145.54921633])"
19263,Litomosa skarbilovitschi,,,Mammalia,0,"array([ -10.48489927, -133.35603163])"
19264,Microtetrameres corax,,,NA,0,"array([ -6.27925049, -64.93054461])"
19265,Prosodes bucharica,"Streptopharagus kutassi (Schulz,1927)",Uzbekistan,Nematoda,1,"array([ -4.54259791, -65.84592176])"
19266,Oxynema numidica,,,Mammalia,0,"array([ 27.38018679, -41.95240331])"
19267,Liperosia irritans,"Stephanofilaria stilesi Chitwood, 1934",Uzbekistan,Nematoda,1,"array([ 78.23995047, -84.58594052])"
19268,Liperosia titillans,"Stephanofilaria stilesi Chitwood, 1934",Uzbekistan,Nematoda,1,"array([ 77.2548985 , -85.25513792])"
19269,Labidura riparia,"Physocephalus sexalatus (Molin, 1860)",Uzbekistan,Nematoda,1,"array([  1.96913355, -73.37793965])"
19270,Anopheles martinius,"Romanomermis iyengari Welch, 1964",Uzbekistan,Nematoda,1,"array([ 82.83535956, -55.43310151])"
19271,Sarconema anseris,,,Aves,0,"array([ -9.34385311, -20.68008901])"
19272,Spauligodon eremiasin,,,NA,0,"array([-22.83673142, -63.93513492])"
19273,Spauligodon paraskiffi,,,NA,0,"array([ -5.69876287, -58.36751859])"
19274,Microplatuscelis seriepunctata,"Subulura brumpti (Lopez-Neyra, 1922)",Uzbekistan,Nematoda,1,"array([-22.19468439, -49.24386183])"
19275,Capillaria pachykeramota,,,Mammalia,0,"array([ 47.56669841, -58.40379124])"
19276,Chromatoiulus projectus,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([  -9.9951521 , -180.06332851])"
19277,Cephalobellus granatensis,,,NA,0,"array([  -8.45022447, -169.48277603])"
19278,Cylindroiulus nitidus,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([  -5.5382393 , -178.24013686])"
19279,Cylindroiulus teutonicus,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([ -10.37987495, -176.63437163])"
19280,Leptophyllum nanum,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([  -9.10139398, -178.27642058])"
19281,Schizophyllum mediterraneum,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([ -12.77243108, -177.01622615])"
19282,Schizophyllum sabulosum,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([  -7.39645562, -179.72366548])"
19283,Tachypodoiulus albipes,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([ -11.87157152, -178.94149284])"
19284,Unciger foetidus,"Cephalobellus granatensis (Serrano Sanchez, 1955)",Western Europe,Nematoda,1,"array([  -7.39835164, -176.89773814])"
19285,Dictenidia bimaculata,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([417.14245076, 417.74459027])"
19286,Tipula couckei,"Cephalobellus lloydi Baylis, 1946",Western Europe,Nematoda,1,"array([423.73749486, 414.34982189])"
19287,Tipula fulvipennis,"Cephalobellus lloydi Baylis, 1946",Western Europe,Nematoda,1,"array([416.9231295 , 411.01008419])"
19288,Tipula hortorum,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([421.45226177, 418.25838703])"
19289,Tipula luteipennis,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([419.26938397, 418.28117067])"
19290,Tipula maxima,"Cephalobellus lloydi Baylis, 1946",Western Europe,Nematoda,1,"array([419.69609128, 409.11546767])"
19291,Tipula peliostigma,"Cephalobellus lloydi Baylis, 1946",Western Europe,Nematoda,1,"array([415.53460726, 413.63318298])"
19292,Tipula unca,"Cephalobellus lloydi Baylis, 1946",Western Europe,Nematoda,1,"array([423.17769364, 410.9997491 ])"
19293,Tipula cinereocinctus,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([418.9032308, 427.2897276])"
19294,Tipula fascipennis,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([422.62013934, 424.91770729])"
19295,Tipula irrorata,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([415.13173566, 420.9012456 ])"
19296,Tipula luna,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([422.89805438, 421.99029381])"
19297,Tipula pabulina,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([414.35061184, 423.54291537])"
19298,Tipula scripta,"Cephalobellus tipulae Leibersperger, 1960",Western Europe,Nematoda,1,"array([416.1112288 , 425.62300091])"
19299,Microdeutopus gryllotalpa,"Gryllophila skrjabini (Sergiev, 1923)",Western Europe,Nematoda,1,"array([  15.55982355, -140.01226483])"
19300,Gryllotalpa septemdecimchromosomica,"Gryllophila skrjabini (Sergiev, 1923)",Western Europe,Nematoda,1,"array([  13.96648109, -140.94992214])"
19301,Dendrolagus mbaiso,"Mbaisonema coronatum Beveridge, 1997",West Irian,Nematoda,1,"array([-47.82203042, 543.86517277])"
19302,Cloacina cunctabunda,,,Mammalia,0,"array([-51.20713384, 543.47172042])"
19303,Dorcopsinema mbaiso,,,Mammalia,0,"array([-48.75907969, 547.10213907])"
19304,Mackerrastrongylus biakensis,,,Mammalia,0,"array([-61.97369761, -97.14868784])"
19305,Macropostrongyloides dendrolagi,,,Mammalia,0,"array([-46.75866086, 539.82180768])"
19306,Mbaisonema coronatum,,,Mammalia,0,"array([-44.74561232, 545.39334794])"
19307,Amidostomoides orientale,,,Aves,0,"array([-50.34091166,  -4.0536397 ])"
19308,Tetrao parvirostris,"Amidostomoides orientale (Ryjikov & Pavlov, 1959)",Yakut ASSR,Nematoda,1,"array([-64.1549568 ,   1.77599467])"
19309,Cucullanus lebedevi,,,NA,0,"array([11.57977373, 34.67267428])"
19310,Ovis nivicola,"Skrjabinema chubuki Gagarin & Sapojnikov, 1968",Yakut ASSR,Nematoda,1,"array([156.06580803, 410.44429995])"
19311,Skrjabinema chubuki,,,Mammalia,0,"array([154.48738226, 408.14198325])"
19312,Tetrameres numenii,,,Aves,0,"array([-49.84313946,  23.01118752])"
19313,Capillaria gallinae,,,Aves,0,"array([-33.56627691, -17.61824829])"
19314,Filochona sulaki,,,Teleostei,0,"array([40.58194041,  7.92032863])"
19315,Protostrongylus raillieti,,,Mammalia,0,"array([ 55.1453811 , -81.04498176])"
19316,Skrjabinema caprae,,,Mammalia,0,"array([ 50.8153276 , -79.85377732])"
19317,Euscorpius italicus,"Thelastoma euscorpii Barus & Koubkova, 2002",Yugoslavia,Nematoda,1,"array([464.01593927,  26.31963759])"
19318,Thelastoma euscorpii,,,NA,0,"array([463.29328209,  29.11549558])"
19319,Trichostrongylus suis,,,Mammalia,0,"array([ 29.82308749, -70.02792706])"
19320,Amira rhinocerotis,,,Mammalia,0,"array([ 82.82576688, -99.48830432])"
19321,Canis adustus,"Rictularia cahirensis Jagerskiold, 1904",Zimbabwe,Nematoda,1,"array([ 21.37071295, -49.33018996])"
19322,Labeo altivelis,"Camallanus kirandensis Baylis, 1928",Zimbabwe,Nematoda,1,"array([-310.64921019,  421.36135755])"
19323,Distichodus schenga,"Cithariniella petterae Khalil, 1974",Zimbabwe,Nematoda,1,"array([-170.46952258, -426.24682865])"
19324,Cithariniella petterae,,,Teleostei,0,"array([-168.5929452 , -424.13940306])"
19325,Cobboldina vivipara,,,Mammalia,0,"array([ 73.52038968, -70.50229587])"
19326,Cooperia africana,,,Mammalia,0,"array([ 70.44504839, -74.3497559 ])"
19327,Cooperia chabaudi,,,NA,0,"array([ 58.34704716, -79.4063179 ])"
19328,Cooperia connochaeti,,,Mammalia,0,"array([ 67.12238946, -70.56133527])"
19329,Crossophorus collaris,,,Mammalia,0,"array([-457.2578316 ,  207.97002585])"
19330,Cylindropharynx ornata,,,NA,0,"array([ 80.19293316, -83.41044904])"
19331,Dipetalonema loxodontis,,,Mammalia,0,"array([ 96.94059296, -89.95826   ])"
19332,Filaria gossi,,,Mammalia,0,"array([ 96.73249407, -92.317034  ])"
19333,Potamochoerus porcus,"Gaigeria pachyscelis Railliet & Henry, 1910",Zimbabwe,Nematoda,1,"array([ 74.49754668, -75.56013778])"
19334,Grammocephalus clathratus,,,Mammalia,0,"array([ 93.73214827, -95.85049243])"
19335,Haemonchus krugeri,,,Mammalia,0,"array([ 59.41987871, -74.85651129])"
19336,Impalaia taurotragi,,,Mammalia,0,"array([ 60.92673114, -71.63220338])"
19337,Khalilia rhinocerotis,,,Mammalia,0,"array([102.65279768, -99.75029722])"
19338,Khalilia sameera,,,Mammalia,0,"array([ 83.85586696, -97.76805409])"
19339,Kiluluma africana,,,Mammalia,0,"array([101.70477657, -97.9560811 ])"
19340,Kiluluma cylindrica,,,Mammalia,0,"array([ 86.9630332 , -93.77793138])"
19341,Kiluluma goodeyi,,,Mammalia,0,"array([  81.6766211 , -100.80149531])"
19342,Kiluluma macdonaldi,,,Mammalia,0,"array([103.49915757, -95.79466092])"
19343,Kiluluma pachyderma,,,Mammalia,0,"array([103.77140339, -97.78909198])"
19344,Kiluluma rhinocerotis,,,Mammalia,0,"array([ 86.63555131, -95.38562415])"
19345,Kiluluma solitaria,,,Mammalia,0,"array([ 100.72543125, -100.2590804 ])"
19346,Leiperenia moreli,,,Mammalia,0,"array([ 95.39915418, -90.84579422])"
19347,Mammomonogamus hippopotami,,,Mammalia,0,"array([ 83.15819479, -93.68717372])"
19348,Monodontella giraffae,,,NA,0,"array([ 74.88619973, -74.02637753])"
19349,Oesophagostomum eurycephalum,,,Mammalia,0,"array([ 58.39908551, -77.77804517])"
19350,Oesophagostomum mpwapwae,,,Mammalia,0,"array([ 53.61482384, -86.52528292])"
19351,Oesophagostomum multifoliatum,,,Mammalia,0,"array([ 60.17797107, -75.90710025])"
19352,Oesophagostomum oldi,,,Mammalia,0,"array([ 73.09283432, -73.17458194])"
